StorageUnit,bus,control,type,p_nom,p_nom_mod,p_nom_extendable,p_nom_min,p_nom_max,p_min_pu,p_max_pu,p_set,q_set,sign,carrier,spill_cost,marginal_cost,marginal_cost_quadratic,marginal_cost_storage,capital_cost,active,build_year,lifetime,state_of_charge_initial,state_of_charge_initial_per_period,state_of_charge_set,cyclic_state_of_charge,cyclic_state_of_charge_per_period,max_hours,efficiency_store,efficiency_dispatch,standing_loss,inflow,p_nom_opt,p_nom_opt_MW,p_nom_opt_GW,e_nom_calculated
DE0 0 PHS,DE0 0,PQ,,7241.806,0.0,False,0.0,inf,-1.0,1.0,0.0,0.0,1.0,PHS,0.0,0.010102629538165783,0.0,0.0,138831.26771921336,True,0,inf,0.0,False,,True,True,4.947858300963148,0.8660254037844386,0.8660254037844386,0.0,0.0,7241.806,7241.806,7.2418059999999995,35831.429931064726
